status,loan_id,account_id,loan_amount,loan_duration,loan_payments,account_district_id,account_frequency,disp_id,client_id,has_disponent,client_district_id,gender,last_balance,mean_balance,min_balance,monthly_diff,code,region,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants > 2000,no. of cities ,ratio of urban inhabitants,average salary,ratio enterpreneurs,unemploymant rate growth,crime rate growth,has_card,age_on_loan_request,age_on_loan_request_disc
,7255,11096,213300,60,3555,28,monthly issuance,13332,13640,False,28,Female,37716.7,37524.88636363636,800.0,7396,28,west Bohemia,66,26,10,8,0.369,8594,0.112,0.3899999999999997,-0.0007581919190526,False,42,40-49
,5674,3418,207264,48,4318,42,issuance after transaction,4132,4132,True,42,Male,46281.9,61345.1,400.0,5131,42,east Bohemia,87,25,7,7,0.591,8388,0.087,0.5299999999999998,0.0001042676759777,False,35,30-39
,6278,6265,87360,24,3640,5,monthly issuance,7567,7567,False,5,Male,58492.3,69963.484057971,200.0,12767,5,central Bohemia,65,30,5,6,0.514,9307,0.118,0.5799999999999996,0.0044344042838018,False,60,60-69
,5486,2516,466608,48,9721,6,monthly issuance,3038,3038,False,6,Female,60775.8,36161.02156862744,300.0,3198,6,central Bohemia,60,23,6,4,0.515,8546,0.126,1.0699999999999994,0.0061567666713697,False,51,50-59
,5174,1093,385104,48,8023,54,monthly issuance,1311,1311,False,54,Female,51738.6,47433.42058823528,1000.0,-41494,54,south Moravia,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,False,40,40-49
,6621,7957,42900,12,3575,51,monthly issuance,9525,9833,True,51,Male,97149.3,50590.532,500.0,14413,51,east Bohemia,37,28,10,11,0.705,8541,0.131,0.4600000000000004,0.0028126973193272,False,33,30-39
,6313,6461,150912,36,4192,50,monthly issuance,7796,7796,True,50,Female,43737.3,52250.26119402984,700.0,3976,50,east Bohemia,75,33,5,6,0.52,8187,0.094,0.6200000000000001,0.0001072030718552,False,22,21-29
,6435,7045,288720,48,6015,51,monthly issuance,8502,8502,False,51,Male,102188.4,54677.28095238096,400.0,-22068,51,east Bohemia,37,28,10,11,0.705,8541,0.131,0.4600000000000004,0.0028126973193272,False,54,50-59
,6970,9677,31620,60,527,8,monthly issuance,11603,11911,False,8,Male,25880.0,27522.883783783785,500.0,7707,8,central Bohemia,95,19,8,8,0.6940000000000001,11277,0.127,0.1899999999999999,-0.0017132913933877,False,58,50-59
,6310,6440,34572,12,2881,1,monthly issuance,7772,7772,False,1,Female,83661.6,60619.16,1100.0,10457,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,20,21-29
,5932,4626,33348,12,2779,9,monthly issuance,5574,5574,False,9,Female,17171.7,45807.11428571429,700.0,1320,9,central Bohemia,61,23,6,6,0.5529999999999999,8899,0.149,0.5800000000000001,-0.0061467348544453,False,27,21-29
,6877,9241,285240,60,4754,74,monthly issuance,11071,11379,True,74,Male,59862.7,49699.66481481483,1100.0,-23441,74,north Moravia,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809,False,45,40-49
,6763,8772,88272,48,1839,1,monthly issuance,10505,10813,False,1,Female,7083.3,17535.779220779223,800.0,-6671,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,18,0-19
,7085,10202,305424,48,6363,70,monthly issuance,12239,12547,False,70,Female,9680.4,46147.521686746986,300.0,5427,70,north Moravia,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,False,34,30-39
,7049,10063,233424,36,6484,4,weekly issuance,12068,12376,False,4,Male,47248.7,54476.857142857145,200.0,-31977,4,central Bohemia,63,29,8,6,0.674,9753,0.109,0.4100000000000001,0.0043230837997771,False,38,30-39
,6959,9633,59448,24,2477,70,monthly issuance,11549,11857,False,70,Male,54909.1,45016.69083333333,-5525.0,3050,70,north Moravia,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,False,45,40-49
,5214,1270,74772,36,2077,55,issuance after transaction,1533,1533,False,55,Male,33277.4,24872.139436619716,500.0,-8788,55,south Moravia,49,70,18,9,0.3389999999999999,8743,0.111,0.5500000000000003,0.0014964149717909,False,37,30-39
,6350,6678,294384,48,6133,54,monthly issuance,8064,8064,False,54,Female,111013.5,61692.07751937985,1100.0,2479,54,south Moravia,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,False,31,30-39
,5063,442,357840,48,7455,54,monthly issuance,533,533,False,54,Female,10100.0,5350.0,600.0,3366,54,south Moravia,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,False,56,50-59
,5041,319,369000,60,6150,47,weekly issuance,389,389,False,47,Female,59544.8,48648.401169590645,700.0,6000,47,east Bohemia,83,26,6,6,0.728,9538,0.111,0.3,-0.0041148972813384,False,23,21-29
,5086,525,210384,48,4383,70,monthly issuance,631,631,False,70,Female,46478.3,45912.4,300.0,5325,70,north Moravia,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,False,41,40-49
,6942,9513,18324,12,1527,59,monthly issuance,11405,11713,True,59,Female,31236.8,31402.28372093022,700.0,8183,59,south Moravia,41,29,9,6,0.621,8444,0.106,0.2299999999999999,-0.0026637029144583,False,46,40-49
,5270,1528,191088,48,3981,50,monthly issuance,1852,1852,False,50,Male,38391.7,32688.03333333334,500.0,2742,50,east Bohemia,75,33,5,6,0.52,8187,0.094,0.6200000000000001,0.0001072030718552,False,35,30-39
,6705,8381,333648,48,6951,14,monthly issuance,10047,10355,False,14,Female,99815.6,61748.70206185566,500.0,14660,14,south Bohemia,69,27,11,9,0.748,10045,0.135,0.29,-0.0017390227705052,False,21,21-29
,7051,10068,77808,12,6484,1,monthly issuance,12074,12382,True,1,Male,57698.3,68874.72173913043,1000.0,14424,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,42,40-49
,6758,8742,33144,12,2762,70,monthly issuance,10469,10777,True,70,Female,31693.2,32407.646875,900.0,6386,70,north Moravia,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,False,18,0-19
,6249,6138,67608,24,2817,54,monthly issuance,7411,7411,True,54,Female,17205.7,30181.317391304336,200.0,-13633,54,south Moravia,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,False,35,30-39
,5808,4099,41856,48,872,54,monthly issuance,4937,4937,False,54,Female,37069.1,38559.26407766991,800.0,5238,54,south Moravia,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,False,37,30-39
,5377,2116,92400,12,7700,70,monthly issuance,2560,2560,False,70,Female,46489.0,42291.18557692308,1000.0,6556,70,north Moravia,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,True,23,21-29
,5446,2334,48312,24,2013,50,monthly issuance,2822,2822,False,50,Male,41196.7,31897.4329787234,600.0,-2452,50,east Bohemia,75,33,5,6,0.52,8187,0.094,0.6200000000000001,0.0001072030718552,False,39,30-39
,5856,4320,51360,12,4280,61,monthly issuance,5203,5203,False,61,Female,64529.7,53636.37471264367,-2542.1,4963,61,south Moravia,139,28,6,6,0.5379999999999999,8814,0.107,0.9800000000000004,-0.0004495449417712,False,52,50-59
,4986,97,102876,12,8573,74,monthly issuance,116,116,True,74,Male,40516.3,33057.374576271184,900.0,5099,74,north Moravia,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809,False,56,50-59
,7001,9859,300600,60,5010,27,monthly issuance,11825,12133,False,27,Female,73926.0,53217.7294736842,400.0,-22925,27,west Bohemia,71,19,10,7,0.4379999999999999,8561,0.11,0.64,0.0014562096941959,True,33,30-39
,6677,8169,97980,60,1633,29,monthly issuance,9782,10090,False,29,Female,16038.7,24067.298540145985,700.0,5124,29,west Bohemia,52,10,6,6,0.556,8843,0.113,0.7800000000000002,0.0015312595703723,False,17,0-19
,6665,8114,99300,60,1655,59,monthly issuance,9715,10023,False,59,Female,35199.4,39110.670833333344,600.0,6742,59,south Moravia,41,29,9,6,0.621,8444,0.106,0.2299999999999999,-0.0026637029144583,False,24,21-29
,5817,4127,100800,24,4200,50,monthly issuance,4968,4968,False,50,Male,-1571.5,26649.7703125,-1571.5,2804,50,east Bohemia,75,33,5,6,0.52,8187,0.094,0.6200000000000001,0.0001072030718552,False,59,50-59
,6984,9730,116040,60,1934,54,monthly issuance,11668,11976,True,54,Female,32564.7,29865.18974358974,900.0,6581,54,south Moravia,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,False,58,50-59
,6541,7565,153504,48,3198,59,monthly issuance,9062,9370,False,59,Male,27633.1,33651.10360360361,300.0,-14008,59,south Moravia,41,29,9,6,0.621,8444,0.106,0.2299999999999999,-0.0026637029144583,False,22,21-29
,5117,718,76944,12,6412,1,monthly issuance,861,861,False,1,Female,59256.4,40141.79545454546,500.0,11384,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,41,40-49
,6097,5362,202848,48,4226,76,weekly issuance,6473,6473,True,76,Female,33802.0,37200.39594594594,800.0,-15734,76,north Moravia,31,32,15,7,0.512,8369,0.107,1.1499999999999997,-0.0072937684993993,False,57,50-59
,5389,2165,78600,24,3275,51,monthly issuance,2621,2621,False,51,Male,67058.7,42902.40714285714,800.0,-8202,51,east Bohemia,37,28,10,11,0.705,8541,0.131,0.4600000000000004,0.0028126973193272,False,41,40-49
,7219,10905,57120,48,1190,32,monthly issuance,13097,13405,False,32,Male,42762.2,41985.62040816326,1000.0,7318,32,north Bohemia,32,19,9,10,0.81,9272,0.118,0.4200000000000004,0.0015705610234346,False,39,30-39
,6338,6592,390660,60,6511,1,monthly issuance,7959,7959,False,1,Female,60956.6,63544.64567901234,300.0,13363,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,19,0-19
,6922,9424,83628,36,2323,54,monthly issuance,11290,11598,False,54,Female,31228.0,29077.814705882352,500.0,-10903,54,south Moravia,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,False,20,21-29
,5367,2064,83628,36,2323,54,monthly issuance,2503,2503,False,54,Female,31814.7,29052.60882352941,500.0,-10830,54,south Moravia,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,False,20,21-29
,5638,3249,68124,12,5677,74,monthly issuance,3929,3929,False,74,Male,16430.9,28809.0,1100.0,5964,74,north Moravia,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809,False,40,40-49
