loan_id,loan_payments,has_disponent,mean_balance,min_balance,crime rate growth,has_card,account_frequency_issuance after transaction,account_frequency_monthly issuance,account_frequency_weekly issuance,status
6647,4340,True,43944.88941176472,200.0,0.002416541617134,False,0.0,0.0,1.0,1
7137,6315,False,53976.29285714286,300.0,-0.0011443829868395,False,0.0,1.0,0.0,1
6903,2172,False,33459.68028169014,144.2,0.0007139363010166,False,0.0,1.0,0.0,1
5918,8339,False,34084.46056338029,300.0,-0.0004816182372772,False,0.0,1.0,0.0,1
6642,6470,False,55570.30499999998,700.0,0.0014562096941959,False,0.0,0.0,1.0,1
6210,1817,False,28362.24848484848,200.0,0.0005782706306551,False,0.0,1.0,0.0,-1
6279,3640,False,36783.95,200.0,0.0019685039370078,False,0.0,1.0,0.0,1
7249,1445,False,33857.10641025641,1100.0,-0.0020938877995546,False,0.0,1.0,0.0,1
6736,4806,False,33211.759999999995,800.0,0.0111456629428699,False,1.0,0.0,0.0,1
6112,7281,False,26252.81440677965,-1369.2,0.0044344042838018,False,0.0,1.0,0.0,-1
5319,3991,False,40061.58043478262,300.0,0.0011536041389918,False,0.0,1.0,0.0,1
6596,3816,False,50765.41612903224,1000.0,0.0015623014419519,False,0.0,1.0,0.0,1
5837,4076,False,38426.728571428575,1000.0,0.0023725770400498,False,0.0,1.0,0.0,1
5657,415,False,30533.37173913043,800.0,-0.0011790135586559,False,0.0,1.0,0.0,1
5533,4641,False,65097.22434210526,500.0,0.0007139363010166,False,0.0,1.0,0.0,1
6232,7685,False,19256.89482758621,500.0,0.002439709481963,False,0.0,1.0,0.0,-1
6888,3298,False,48944.82782608695,300.0,0.0015705610234346,False,0.0,1.0,0.0,1
6066,7242,True,61218.65866666667,1000.0,0.0008751556767309,False,1.0,0.0,0.0,1
5549,841,False,37570.62790697674,800.0,0.0007139363010166,False,0.0,1.0,0.0,1
5060,4201,False,57340.50819672131,900.0,0.0033712028777238,False,0.0,1.0,0.0,-1
6004,5996,False,49727.45611510792,700.0,0.0001072030718552,False,0.0,1.0,0.0,1
5126,4336,False,36369.975,-1069.7,-6.450447661067678e-05,False,0.0,1.0,0.0,-1
7220,3647,False,36635.11566265058,1000.0,0.0111456629428699,False,0.0,0.0,1.0,1
6668,2076,False,37912.99850746269,700.0,0.0005390351271224,False,0.0,1.0,0.0,1
5395,8308,False,51992.85476190475,500.0,-0.0015558111905255,False,0.0,1.0,0.0,-1
6836,3155,False,32354.031372549023,800.0,0.0023725770400498,False,0.0,1.0,0.0,1
6064,1219,False,32788.14215686275,200.0,0.0014964149717909,False,0.0,1.0,0.0,1
6919,3358,False,40838.755208333336,600.0,0.0111456629428699,False,0.0,0.0,1.0,1
6841,3585,False,60743.957142857136,200.0,0.0054949828417531,False,0.0,1.0,0.0,1
6038,6739,False,45414.07368421052,200.0,0.0111456629428699,False,0.0,1.0,0.0,1
6729,6224,True,48484.62410714286,1100.0,0.0036490923025886,False,0.0,1.0,0.0,1
7198,3814,False,32555.81851851852,800.0,-0.0020519896339144,False,0.0,0.0,1.0,1
6686,6239,True,57496.989247311845,200.0,0.002416541617134,False,0.0,1.0,0.0,1
5836,3318,False,63494.2,900.0,-0.0011443829868395,False,0.0,1.0,0.0,1
7061,5079,False,54422.59677419356,600.0,0.0014964149717909,False,0.0,1.0,0.0,1
5595,6908,True,57141.73095238094,900.0,0.006117460527185,True,0.0,1.0,0.0,1
5723,1969,False,47420.84181818182,1000.0,0.0019685039370078,False,0.0,1.0,0.0,1
6120,4358,False,46230.33970588236,1000.0,0.0111456629428699,False,0.0,1.0,0.0,1
6895,3492,False,36080.38671328672,900.0,0.0008059231850084,False,0.0,1.0,0.0,1
5882,7318,True,25533.21428571429,800.0,0.0111456629428699,False,0.0,1.0,0.0,1
5754,1921,True,23771.966081871346,700.0,-6.450447661067678e-05,False,0.0,1.0,0.0,1
6594,7904,False,14900.0,600.0,0.0033712028777238,False,0.0,1.0,0.0,-1
6738,6395,False,27658.48780487805,-2719.7,-0.0013431315033809,False,0.0,1.0,0.0,-1
6624,5955,True,47991.53023255814,200.0,0.0014964149717909,False,0.0,1.0,0.0,1
6216,5885,False,57219.5745098039,1000.0,0.0001072030718552,False,0.0,1.0,0.0,1
6229,489,False,42224.43909774436,1100.0,0.0111456629428699,False,0.0,1.0,0.0,1
5887,5354,True,37265.655263157896,700.0,0.0033712028777238,False,0.0,1.0,0.0,1
6808,6330,True,45134.721686747,1100.0,-0.001111116748436,False,0.0,1.0,0.0,1
6297,1459,False,39290.61805555556,900.0,0.0005933067581347,False,0.0,1.0,0.0,1
5161,4091,False,41660.39285714285,500.0,0.0049124343257443,False,0.0,1.0,0.0,1
5390,7094,False,40091.18311688311,200.0,0.0004151983903077,False,0.0,1.0,0.0,1
6150,6918,False,67891.93520408162,700.0,-0.0004816182372772,False,0.0,1.0,0.0,1
6223,1272,False,36039.0515625,900.0,-0.0004816182372772,False,0.0,1.0,0.0,1
5032,2577,False,49084.38196721312,300.0,0.002439709481963,False,0.0,1.0,0.0,1
6253,2490,True,40204.46481481482,300.0,-0.0013431315033809,False,0.0,1.0,0.0,1
6460,1352,True,23050.189690721647,300.0,0.0014964149717909,False,0.0,1.0,0.0,1
6645,3900,False,43563.62,400.0,-0.0013431315033809,False,0.0,1.0,0.0,1
5176,8023,False,23979.011764705883,800.0,-0.000297256744897,False,0.0,0.0,1.0,-1
5269,4557,False,41752.161538461536,-2564.7,0.002416541617134,False,1.0,0.0,0.0,-1
5351,5700,False,58336.31162790698,900.0,0.0111456629428699,False,0.0,0.0,1.0,1
5861,2142,False,52299.2859375,900.0,0.0015312595703723,False,0.0,1.0,0.0,1
5450,3328,False,33658.61756756757,500.0,0.0016905015394354,False,0.0,1.0,0.0,1
7142,8049,False,26358.75461538461,900.0,0.0111456629428699,False,0.0,1.0,0.0,-1
6306,3057,False,30229.7976,700.0,0.0008059231850084,False,0.0,1.0,0.0,1
6272,6644,False,63383.57558139537,400.0,-0.0013431315033809,False,0.0,0.0,1.0,1
5044,1683,False,35614.744285714296,600.0,-6.450447661067678e-05,False,0.0,1.0,0.0,1
5576,2604,False,64493.09916666667,1000.0,0.0111456629428699,False,0.0,1.0,0.0,1
7192,3222,False,25666.407086614174,200.0,0.002416541617134,False,0.0,0.0,1.0,1
5739,6365,False,26122.848888888893,1100.0,0.0111456629428699,False,0.0,1.0,0.0,1
6526,8013,False,36999.52352941177,600.0,-0.0011790135586559,False,0.0,1.0,0.0,1
5624,3703,False,26746.5252631579,-2485.5,-0.0026637029144583,False,0.0,1.0,0.0,-1
6244,7518,False,60819.9763888889,200.0,0.0111456629428699,False,0.0,0.0,1.0,-1
5131,2026,False,63857.23675213676,200.0,-0.0006010084453394,False,0.0,1.0,0.0,1
6960,3184,True,31375.160784313728,8686.4,0.0111456629428699,False,0.0,1.0,0.0,1
6358,2298,False,24523.073033707864,200.0,-0.0020519896339144,False,0.0,0.0,1.0,-1
5418,7249,False,54157.19416666668,300.0,0.0015312595703723,False,0.0,1.0,0.0,1
6598,5676,False,47220.13401360544,300.0,0.0026586157173756,False,0.0,1.0,0.0,1
5464,7984,False,59701.786666666674,900.0,-0.0011986110939488,False,0.0,1.0,0.0,1
6591,434,False,21368.90993377484,500.0,0.0019685039370078,False,0.0,1.0,0.0,1
5724,5269,False,18632.933812949643,800.0,0.0111456629428699,False,0.0,1.0,0.0,-1
6315,3597,False,68377.06376811594,800.0,-0.0004495449417712,False,0.0,1.0,0.0,1
5876,4610,True,37596.93239436621,1100.0,-0.0013431315033809,False,0.0,0.0,1.0,1
6986,3161,False,30491.09824561404,-669.7,-0.0013431315033809,False,0.0,1.0,0.0,-1
6294,1332,False,43846.97789473685,700.0,0.0012907086577216,False,0.0,1.0,0.0,1
5132,8975,False,33687.85862068965,200.0,0.0044344042838018,False,0.0,1.0,0.0,1
5877,4051,True,22360.53660714285,1000.0,0.0024033917528557,False,0.0,1.0,0.0,1
6227,1177,False,45582.44893617021,400.0,-0.0041148972813384,False,0.0,1.0,0.0,1
7241,7041,False,56053.9975,-517.7,0.0111456629428699,False,0.0,1.0,0.0,-1
6737,3195,True,62933.47482517484,1000.0,0.0011536041389918,False,0.0,1.0,0.0,1
7004,5526,True,36941.99831932772,900.0,0.005794068673777,False,0.0,1.0,0.0,1
6169,1728,False,28250.10917431193,500.0,0.0001042676759777,False,0.0,1.0,0.0,-1
5208,2077,False,46341.29351851852,-974.6,0.0049124343257443,False,0.0,1.0,0.0,-1
6694,5616,False,44005.11272727274,900.0,0.0008059231850084,False,0.0,1.0,0.0,1
5599,1285,False,24577.2,1000.0,0.0111456629428699,False,0.0,1.0,0.0,1
6546,1322,True,31139.747863247867,600.0,0.0111456629428699,False,0.0,1.0,0.0,1
5414,3874,False,50113.194117647065,700.0,-0.0010619949535277,False,0.0,1.0,0.0,1
5453,4352,False,22927.50266666667,500.0,-0.0007581919190526,False,0.0,1.0,0.0,1
5740,1547,False,35538.04615384616,200.0,0.0111456629428699,False,0.0,1.0,0.0,1
5804,3312,False,49916.09102564102,600.0,0.0016905015394354,False,0.0,1.0,0.0,1
6745,1971,False,68740.02335329342,400.0,-0.001111116748436,False,0.0,1.0,0.0,1
6950,4363,False,57357.84345549739,400.0,-0.0013431315033809,False,0.0,1.0,0.0,1
6996,5275,False,47118.99318181818,400.0,-0.0041148972813384,False,0.0,1.0,0.0,1
5352,5700,False,31793.73571428571,800.0,0.0011536041389918,False,0.0,1.0,0.0,-1
6151,3757,False,31185.15686274509,200.0,-0.0004495449417712,False,0.0,1.0,0.0,1
5310,6893,False,36063.78833333333,600.0,-0.0007581919190526,False,0.0,1.0,0.0,1
5045,7801,False,42084.31136363636,-243.3,0.0111456629428699,False,0.0,1.0,0.0,-1
6929,3033,False,57977.03481012658,800.0,-0.0072937684993993,False,0.0,0.0,1.0,1
5151,3151,False,72242.89666666668,200.0,0.0043230837997771,False,1.0,0.0,0.0,1
5212,1974,False,34577.30232558139,700.0,0.0019685039370078,False,0.0,1.0,0.0,1
5138,1817,False,30847.14932432432,700.0,0.0111456629428699,False,0.0,1.0,0.0,1
5713,2646,False,24908.761445783133,900.0,0.0007852574251155,False,0.0,1.0,0.0,1
6704,6951,True,58445.02702702703,200.0,0.0015312595703723,False,0.0,1.0,0.0,1
6474,1056,True,29108.363865546213,700.0,0.006117460527185,False,0.0,1.0,0.0,1
6676,1241,True,27626.08333333333,200.0,0.0012907086577216,False,0.0,1.0,0.0,1
6965,5814,False,63889.87393939395,800.0,-0.0004495449417712,False,0.0,1.0,0.0,1
6725,7370,True,35566.88108108108,700.0,0.0028126973193272,False,0.0,1.0,0.0,1
7166,8260,False,30953.14375,300.0,-0.0082090181205225,False,0.0,1.0,0.0,1
7138,1000,False,24643.28394160584,400.0,0.0005390351271224,False,0.0,1.0,0.0,1
5970,9689,True,27778.74563106796,300.0,-0.0011443829868395,False,0.0,1.0,0.0,1
6157,4108,False,54128.56538461537,900.0,0.0054949828417531,False,1.0,0.0,0.0,1
6153,4760,True,49651.8918367347,1100.0,0.0044344042838018,False,0.0,0.0,1.0,1
5693,1837,False,36548.818750000006,1000.0,-0.0061467348544453,False,0.0,1.0,0.0,1
5922,1685,False,41077.63529411765,500.0,-0.0061467348544453,False,0.0,1.0,0.0,1
5959,4485,False,50214.50434782608,600.0,0.005794068673777,False,0.0,1.0,0.0,1
5980,1783,True,30812.94615384616,1000.0,0.0005782706306551,False,0.0,1.0,0.0,1
6764,708,False,38587.76,600.0,-0.001111116748436,False,0.0,1.0,0.0,1
5237,1889,False,48152.95333333333,800.0,0.0019444660496227,False,0.0,1.0,0.0,1
6726,1431,False,30461.404166666664,1000.0,0.005794068673777,False,0.0,1.0,0.0,1
6933,3931,False,42203.17272727272,400.0,-0.001111116748436,False,0.0,1.0,0.0,1
5145,6449,False,56105.49999999999,700.0,-0.0020519896339144,False,0.0,1.0,0.0,1
7008,3014,False,39063.766666666685,300.0,0.0111456629428699,False,0.0,1.0,0.0,1
7227,5242,False,63527.41999999999,500.0,0.001505596272939,False,0.0,0.0,1.0,1
6600,607,False,38509.05,700.0,-0.0010619949535277,False,0.0,1.0,0.0,1
6712,4437,False,34922.881250000006,900.0,-0.000297256744897,False,0.0,1.0,0.0,1
7057,6436,True,45873.61666666666,800.0,0.0111456629428699,False,0.0,0.0,1.0,1
7176,7223,False,50676.8198757764,200.0,0.0007139363010166,False,0.0,1.0,0.0,1
7304,6998,True,59352.833333333336,200.0,0.0111456629428699,False,0.0,0.0,1.0,1
6362,3159,False,42164.02763157895,800.0,0.0012835648783702,False,0.0,1.0,0.0,1
5880,2051,False,55315.16842105263,900.0,-0.0017014888027023,False,0.0,1.0,0.0,1
6535,3496,False,41502.02571428572,500.0,-0.0011986110939488,False,0.0,1.0,0.0,1
5449,4139,False,27019.571153846155,300.0,0.0011536041389918,False,0.0,1.0,0.0,1
6342,1671,False,72667.63571428572,400.0,0.0004151983903077,False,0.0,1.0,0.0,-1
5409,3034,True,67475.90169491526,600.0,0.0019444660496227,False,0.0,1.0,0.0,1
6955,5091,False,75924.24097222222,200.0,0.0049124343257443,False,1.0,0.0,0.0,1
6985,3161,True,36840.57361111111,500.0,-6.450447661067678e-05,False,1.0,0.0,0.0,1
5125,1522,True,23255.14901960784,500.0,-0.0017014888027023,False,0.0,1.0,0.0,1
5805,5746,False,26886.19166666667,600.0,0.0007139363010166,False,0.0,1.0,0.0,-1
6185,1299,False,46304.15217391303,700.0,0.0111456629428699,False,0.0,1.0,0.0,1
7243,6032,False,49107.06666666667,400.0,-0.0020519896339144,True,0.0,1.0,0.0,1
6403,4060,False,36421.425663716815,300.0,-0.0013431315033809,False,0.0,1.0,0.0,1
6578,2332,False,30639.86315789474,500.0,0.0016905015394354,False,0.0,0.0,1.0,1
5413,3874,True,50436.46605504587,300.0,0.002416541617134,False,0.0,0.0,1.0,1
6949,4363,True,52379.12870370369,300.0,0.002416541617134,False,0.0,0.0,1.0,1
6545,3198,False,53685.78620689656,400.0,0.0005321876784038,False,0.0,1.0,0.0,1
6178,4845,False,63188.63333333334,600.0,-0.0013431315033809,False,1.0,0.0,0.0,1
5160,3400,False,37809.39846153847,400.0,0.0005390351271224,False,0.0,1.0,0.0,1
6785,2089,False,51145.51574803149,500.0,0.0111456629428699,False,0.0,0.0,1.0,1
6540,6450,False,58185.58928571428,400.0,-0.0020519896339144,False,0.0,0.0,1.0,1
6589,7904,True,54137.10561797753,700.0,0.0019444660496227,False,0.0,0.0,1.0,1
5900,2820,False,64881.31428571429,200.0,0.0001072030718552,True,0.0,1.0,0.0,1
5999,2059,False,31814.26836158192,500.0,0.0001042676759777,False,0.0,1.0,0.0,1
6043,424,True,31814.41458333333,400.0,0.0023725770400498,False,0.0,1.0,0.0,1
5482,2752,True,24377.371551724136,1100.0,0.0028126973193272,False,0.0,1.0,0.0,1
7263,3745,False,62571.28275862069,800.0,0.0008059231850084,False,0.0,0.0,1.0,1
6013,3583,False,34740.7024390244,-36.1,-0.000297256744897,False,0.0,0.0,1.0,-1
5750,5271,False,49291.82256097561,13097.7,0.0058801794668778,False,0.0,1.0,0.0,1
6027,2569,False,44763.458333333336,400.0,0.0051556907327386,False,0.0,0.0,1.0,-1
6303,3017,False,45099.26153846154,700.0,0.002416541617134,False,1.0,0.0,0.0,-1
7213,3154,False,33990.41971830985,700.0,0.0049124343257443,False,0.0,1.0,0.0,1
6659,935,False,20158.001470588235,1000.0,-6.450447661067678e-05,False,0.0,1.0,0.0,1
6175,4845,False,59647.42399999999,-2825.2,0.0016905015394354,False,0.0,1.0,0.0,-1
5610,2567,True,70622.83359375,700.0,0.0019685039370078,False,0.0,1.0,0.0,1
5563,6336,False,64777.07522935778,1100.0,-0.0013431315033809,False,0.0,1.0,0.0,1
5989,5925,False,27951.91355932204,400.0,-0.0041148972813384,False,0.0,1.0,0.0,1
6698,5161,False,60054.734,200.0,0.0111456629428699,False,0.0,0.0,1.0,1
5312,5633,False,57124.26835443037,1100.0,0.002416541617134,False,0.0,0.0,1.0,1
7189,3222,False,31791.32808988764,1000.0,-0.0023879375042641,False,0.0,1.0,0.0,1
6816,2088,False,28124.93333333333,700.0,0.0008059231850084,False,0.0,1.0,0.0,-1
6137,3719,False,49477.32123287671,900.0,0.0051556907327386,False,0.0,0.0,1.0,1
5128,4492,False,21447.624590163938,-3424.6,-0.0051739073122651,False,0.0,1.0,0.0,-1
5470,4187,False,47938.06571428571,600.0,0.0049124343257443,False,0.0,1.0,0.0,1
5593,7719,False,46487.00256410256,1000.0,0.001505596272939,False,0.0,1.0,0.0,-1
5350,5194,False,35914.855,900.0,0.0012907086577216,False,0.0,0.0,1.0,1
6063,6687,False,49482.96800000001,1000.0,0.0111456629428699,False,0.0,1.0,0.0,-1
6501,2523,False,31318.872826086943,1000.0,0.0005321876784038,False,0.0,1.0,0.0,-1
5452,824,False,47798.86545454544,300.0,0.0008059231850084,False,0.0,1.0,0.0,1
4961,2523,False,25197.0925,715.0,0.0005321876784038,False,0.0,1.0,0.0,-1
4973,6915,False,52523.2448,700.0,0.0004151983903077,False,0.0,1.0,0.0,1
6190,2060,True,39514.67755102041,300.0,0.0008059231850084,False,0.0,1.0,0.0,1
6715,3677,False,36907.45625,1100.0,-0.000297256744897,False,0.0,1.0,0.0,1
5892,2770,False,34798.28,900.0,0.0004285078587242,False,0.0,0.0,1.0,-1
6550,6679,True,60781.30681818181,500.0,0.0012835648783702,True,0.0,1.0,0.0,1
5706,4486,False,33219.90000000001,500.0,-0.0020519896339144,False,0.0,0.0,1.0,1
5148,4738,True,64182.64148936169,300.0,0.0001666578951984,False,0.0,1.0,0.0,1
6734,4806,False,61799.24361702125,300.0,-0.0017390227705052,False,0.0,0.0,1.0,1
6109,6148,True,60030.74340659339,1100.0,-0.0011443829868395,False,0.0,1.0,0.0,1
6961,4893,False,47154.5,1100.0,0.0019685039370078,False,0.0,1.0,0.0,1
6810,3883,False,61578.301578947365,700.0,-0.0006010084453394,False,0.0,0.0,1.0,1
5494,7500,False,51149.65514705882,600.0,-0.001111116748436,False,1.0,0.0,0.0,1
5311,501,False,37213.407526881725,500.0,-0.0007581919190526,True,0.0,1.0,0.0,1
5445,1930,False,43657.81348314607,900.0,0.0015623014419519,False,0.0,1.0,0.0,1
5301,3943,False,32592.68,800.0,0.0011536041389918,False,0.0,1.0,0.0,1
7034,529,False,43121.75507246376,600.0,0.0006117305449295,False,0.0,1.0,0.0,1
6751,2381,True,31337.25789473684,800.0,0.0024033917528557,False,0.0,1.0,0.0,1
6667,6495,True,63263.1471830986,1000.0,0.0001666578951984,False,0.0,1.0,0.0,1
6130,680,False,25906.40934579439,300.0,-0.0011986110939488,False,0.0,1.0,0.0,1
5429,561,False,52636.598958333336,200.0,0.0111456629428699,False,0.0,1.0,0.0,1
5725,9268,True,32404.7734375,800.0,-0.001111116748436,False,0.0,1.0,0.0,1
6019,950,False,27533.66363636364,300.0,-6.450447661067678e-05,False,0.0,1.0,0.0,1
6421,2688,True,51611.342424242415,900.0,0.0019685039370078,False,0.0,1.0,0.0,1
6992,2791,True,46772.31518987341,200.0,0.0016905015394354,True,0.0,1.0,0.0,1
5136,7796,False,66292.372,300.0,-0.0020519896339144,False,0.0,1.0,0.0,1
5337,4513,True,51279.553333333344,700.0,0.0015705610234346,False,0.0,1.0,0.0,1
5495,1489,True,39644.76363636364,500.0,0.0033712028777238,False,0.0,1.0,0.0,1
7013,1489,True,40005.48181818182,500.0,0.0033712028777238,False,0.0,1.0,0.0,1
6012,7179,False,40688.1375,600.0,0.0111456629428699,False,0.0,0.0,1.0,1
6471,6485,False,45183.34952380952,500.0,0.0044344042838018,False,0.0,1.0,0.0,1
6296,5633,False,47654.24482758621,700.0,-0.0001462143768609,False,0.0,1.0,0.0,1
7305,4502,False,36480.185034013615,1000.0,-0.0004495449417712,True,0.0,1.0,0.0,1
6144,3698,False,53505.21538461538,800.0,0.0005782706306551,False,0.0,1.0,0.0,1
6283,1784,False,65066.73529411766,800.0,-0.001111116748436,False,0.0,1.0,0.0,1
7246,2482,False,32435.319354838703,400.0,-0.0026637029144583,False,0.0,0.0,1.0,1
5088,3798,False,44829.54415584415,400.0,0.0015705610234346,True,0.0,1.0,0.0,1
5988,5902,True,45100.42222222222,200.0,0.0016905015394354,False,0.0,1.0,0.0,1
5282,8094,False,21371.320000000003,-2838.8,-0.0051739073122651,False,1.0,0.0,0.0,-1
5938,6700,False,21568.9351851852,200.0,0.0043230837997771,False,0.0,1.0,0.0,1
5606,7042,False,37095.84482758621,300.0,-0.0026637029144583,False,0.0,0.0,1.0,-1
5385,1985,True,49220.9806451613,700.0,0.0111456629428699,False,0.0,1.0,0.0,1
6865,2454,False,28977.436363636363,800.0,-0.0020519896339144,False,0.0,1.0,0.0,-1
5586,1354,False,42930.20714285715,900.0,0.0008751556767309,False,0.0,1.0,0.0,1
6302,3017,True,34005.90645161291,500.0,0.0007852574251155,False,0.0,1.0,0.0,1
7194,1912,False,37557.05471698113,700.0,0.0111456629428699,False,0.0,1.0,0.0,1
6461,2059,False,54371.29918032787,400.0,0.0005933067581347,False,0.0,0.0,1.0,1
6732,3626,False,72968.38115942031,600.0,-0.0041148972813384,False,0.0,1.0,0.0,1
6613,3505,False,56910.6894736842,900.0,-0.0051739073122651,False,0.0,0.0,1.0,1
7036,5415,False,56669.78791208792,600.0,-0.0017132913933877,False,0.0,1.0,0.0,1
5897,633,False,29941.905325443782,500.0,0.0006117305449295,False,0.0,1.0,0.0,1
6995,8014,False,50492.688590604026,600.0,-0.001111116748436,False,0.0,0.0,1.0,1
5415,3874,False,31532.74838709678,300.0,0.0004285078587242,False,0.0,1.0,0.0,-1
7136,1511,False,30293.70869565218,800.0,0.0033712028777238,False,0.0,1.0,0.0,1
7271,6541,True,57131.740559440565,900.0,0.0005933067581347,False,0.0,1.0,0.0,1
5375,8460,False,26449.09210526316,400.0,0.0111456629428699,False,0.0,1.0,0.0,1
5635,2144,False,50722.27012987013,200.0,0.0111456629428699,False,0.0,1.0,0.0,1
6817,1472,False,32646.85094339623,600.0,0.0111456629428699,False,0.0,1.0,0.0,1
5923,1347,True,25896.466666666664,200.0,0.0014562096941959,False,0.0,1.0,0.0,1
5329,6602,False,58855.27789473683,500.0,0.0019444660496227,False,0.0,0.0,1.0,1
6644,3900,False,40078.70727272726,900.0,-0.0061467348544453,False,0.0,1.0,0.0,1
6354,638,False,23324.936363636363,1000.0,0.0004151983903077,False,0.0,1.0,0.0,1
5082,4383,False,41729.61607142857,900.0,0.0051556907327386,False,0.0,1.0,0.0,1
6585,6202,True,64044.04593023256,500.0,-0.001111116748436,False,0.0,1.0,0.0,1
6921,7182,False,59935.27142857144,300.0,0.0008059231850084,False,0.0,1.0,0.0,1
5366,7182,False,60273.67857142856,300.0,0.0008059231850084,False,0.0,1.0,0.0,1
